artist_name,song_title,streams,record_date,is_liked,release_date,live_event_date,live_event_location
IU,Holssi,18557963,2025-08-12,true,2024-02-20,2024-07-15,"Prudential Center, New York"
IU,Jam Jam,30034497,2025-08-12,true,2017-04-21,2024-07-15,"Prudential Center, New York"
IU,Ah puh,23922668,2025-08-12,true,2021-03-25,2024-07-15,"Prudential Center, New York"
IU,BBIBBI,205531571,2025-08-12,true,2018-10-10,2024-07-15,"Prudential Center, New York"
IU,Obliviate,6158566,2025-08-12,true,2013-12-20,2024-07-15,"Prudential Center, New York"
IU,Celebrity,189723950,2025-08-12,true,2021-03-25,2024-07-15,"Prudential Center, New York"
IU,Blueming,163262576,2025-08-12,true,2019-11-18,2024-07-15,"Prudential Center, New York"
IU,eight,334193954,2025-08-12,true,2020-05-06,2024-07-15,"Prudential Center, New York"
IU,coin,29507096,2025-08-12,true,2021-03-25,2024-07-15,"Prudential Center, New York"
IU,I stan U,12488085,2025-08-12,true,2024-02-20,2024-07-15,"Prudential Center, New York"
IU,Meaning of you,17562073,2025-08-12,true,2014-05-16,2024-07-15,"Prudential Center, New York"
IU,strawberry moon,57164086,2025-08-12,true,2021-10-19,2024-07-15,"Prudential Center, New York"
IU,through the night,125123735,2025-08-12,true,2017-04-21,2024-07-15,"Prudential Center, New York"
IU,shopper,18663395,2025-08-12,true,2024-02-20,2024-07-15,"Prudential Center, New York"
IU,above the time,23649804,2025-08-12,true,2019-11-18,2024-07-15,"Prudential Center, New York"
IU,You & I,16204384,2025-08-12,true,2011-11-29,2024-07-15,"Prudential Center, New York"
IU,love wins all,114838432,2025-08-12,true,2024-01-24,2024-07-15,"Prudential Center, New York"
IU,Shh..,10034536,2025-08-12,true,2024-02-20,2024-07-15,"Prudential Center, New York"
IU,LILAC,215244798,2025-08-12,true,2021-03-25,2024-07-15,"Prudential Center, New York"
IU,The shower,14196231,2025-08-12,true,2015-10-23,2024-07-15,"Prudential Center, New York"
IU,Friday,47370054,2025-08-12,true,2013-12-20,2024-07-15,"Prudential Center, New York"
IU,Palette,141556100,2025-08-12,true,2017-04-21,2024-07-15,"Prudential Center, New York"
