artist_name,song_title,streams,record_date,is_liked,release_date,live_event_date,live_event_location
G-idle,LATATA,153757441,2025-08-10,true,2018-05-02,2024-05-11,"Head in the clouds 2024, New York"
G-idle,super lady,107088327,2025-08-10,true,2024-01-29,2024-09-18,"UBS Arena, New York"
G-idle,oh my god,164580807,2025-08-10,true,2020-04-06,2024-09-18,"UBS Arena, New York"
G-idle,villain dies,21868508,2025-08-10,falsse,2022-03-14,2024-09-18,"UBS Arena, New York"
G-idle,radio(Yuqi),8707053,2025-08-10,false,2024-03-17,2024-09-18,"UBS Arena, New York"
G-idle,change(Minnie),17677575,2025-08-10,false,2022-10-17,2024-09-18,"UBS Arena, New York"
G-idle,wife,97742852,2025-08-10,false,2024-01-29,2024-09-18,"UBS Arena, New York"
G-idle,Uh-Oh,85911818,2025-08-10,false,2019-06-26,2024-09-18,"UBS Arena, New York"
G-idle,Klaxon,54228011,2025-08-10,false,2024-07-08,2024-09-18,"UBS Arena, New York"
G-idle,Fate,68426278,2025-08-10,true,2024-01-29,2024-09-18,"UBS Arena, New York"
G-idle,Allergy,68604925,2025-08-10,true,2023-05-15,2024-09-18,"UBS Arena, New York"
G-idle,never stop me,20418622,2025-08-10,false,2022-03-14,2024-09-18,"UBS Arena, New York"
G-idle,POP/STARS,396115195,2025-08-10,true,2018-11-03,2024-09-18,"UBS Arena, New York"
G-idle,my bag,161115622,2025-08-10,true,2022-03-14,2024-09-18,"UBS Arena, New York"
G-idle,lion,114406174,2025-08-10,false,2020-04-06,2024-09-18,"UBS Arena, New York"
G-idle,queencard,385961167,2025-08-10,true,2023-05-15,2024-09-18,"UBS Arena, New York"
G-idle,TOMBOY,348974382,2025-08-10,true,2022-03-14,2024-09-18,"UBS Arena, New York"
G-idle,I want that,41983129,2025-08-10,false,2023-10-04,2024-09-18,"UBS Arena, New York"
G-idle,I do,66186942,2025-08-10,false,2023-07-13,2024-09-18,"UBS Arena, New York"
