artist_name,song_title,streams,record_date,is_liked,release_date,live_event_date,live_event_location
Yoasobi,夜に駆ける,695062011,2025-08-16,true,2021-01-06,2024-08-06,"Radio City Music Hall, New York"
Yoasobi,アイドル,499923206,2025-08-16,true,2023-10-04,2024-08-06,"Radio City Music Hall, New York"
Yoasobi,怪物,386151440,2025-08-16,true,2021-12-01,2024-08-06,"Radio City Music Hall, New York"
Yoasobi,群青,377358184,2025-08-16,true,2021-01-06,2024-08-06,"Radio City Music Hall, New York"
Yoasobi,たぶん,258138717,2025-08-16,true,2021-01-06,2024-08-06,"Radio City Music Hall, New York"
Yoasobi,ハルジオン,197329155,2025-08-16,true,2021-01-06,2024-08-06,"Radio City Music Hall, New York"
Yoasobi,祝福,181978129,2025-08-16,true,2023-04-06,2024-08-06,"Radio City Music Hall, New York"
Yoasobi,三原色,140433096,2025-08-16,true,2021-12-01,2024-08-06,"Radio City Music Hall, New York"
Yoasobi,Heart beat,20414517,2025-08-16,false,2023-12-26,2024-08-06,"Radio City Music Hall, New York"
Yoasobi,ミスター,52334681,2025-08-16,false,2023-10-04,2024-08-06,"Radio City Music Hall, New York"
Yoasobi,優しい彗星,115439057,2025-08-16,false,2021-12-01,2024-08-06,"Radio City Music Hall, New York"
Yoasobi,もしも命が描けたら,44538783,2025-08-16,false,2021-12-01,2024-08-06,"Radio City Music Hall, New York"
